mode,rank,uv_format,s_format,avg_ppl,bytes_per_token,total_bytes,total_tokens,total_tx,eval_time_s,run_json,status,error
trunc_slice,512,nf4_dq,fp16,9.134538833129598,792.55078125,3778679232,4767744,1164,578.853673696518,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_512_uv-nf4_dq_s-fp16/run_20260227_025318.json,ok,
trunc_slice,512,nf4_dq,fp8,9.138268018986478,792.302734375,3777496608,4767744,1164,575.4011471271515,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_512_uv-nf4_dq_s-fp8/run_20260227_030253.json,ok,
trunc_slice,512,q2_k,fp32,76.56453177704275,505.03125,2407859712,4767744,1164,606.6678926944733,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_512_uv-q2_k_s-fp32/run_20260227_031300.json,ok,
trunc_slice,512,q2_k,fp16,75.2495788408129,504.54296875,2405531712,4767744,1164,597.8574135303497,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_512_uv-q2_k_s-fp16/run_20260227_032258.json,ok,
trunc_slice,512,q2_k,fp8,75.12697690017269,504.294921875,2404349088,4767744,1164,608.1936707496643,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_512_uv-q2_k_s-fp8/run_20260227_033307.json,ok,
trunc_approx,512,fp32,fp32,8.717365873933632,6145.0,29297786880,4767744,1164,269.8055648803711,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp32_s-fp32/run_20260227_033737.json,ok,
trunc_approx,512,fp32,fp16,8.712032850631825,6144.51171875,29295458880,4767744,1164,264.999751329422,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp32_s-fp16/run_20260227_034202.json,ok,
trunc_approx,512,fp32,fp8,8.74252866174839,6144.263671875,29294276256,4767744,1164,270.18579387664795,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp32_s-fp8/run_20260227_034632.json,ok,
trunc_approx,512,fp16,fp32,8.713081313820886,3073.0234375,14651389056,4767744,1164,268.7361581325531,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp16_s-fp32/run_20260227_035101.json,ok,
trunc_approx,512,fp16,fp16,8.718411779860414,3072.53515625,14649061056,4767744,1164,273.0951156616211,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp16_s-fp16/run_20260227_035534.json,ok,
trunc_approx,512,fp16,fp8,8.752132370734731,3072.287109375,14647878432,4767744,1164,273.23482751846313,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp16_s-fp8/run_20260227_040007.json,ok,
trunc_approx,512,bf16,fp32,8.718571877304552,3073.0234375,14651389056,4767744,1164,270.66129302978516,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-bf16_s-fp32/run_20260227_040438.json,ok,
trunc_approx,512,bf16,fp16,8.710115690874439,3072.53515625,14649061056,4767744,1164,270.88628697395325,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-bf16_s-fp16/run_20260227_040909.json,ok,
trunc_approx,512,bf16,fp8,8.74049718772026,3072.287109375,14647878432,4767744,1164,272.9617986679077,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-bf16_s-fp8/run_20260227_041342.json,ok,
trunc_approx,512,q8_0,fp32,8.72782781045246,1729.03515625,8243596992,4767744,1164,270.0319068431854,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q8_0_s-fp32/run_20260227_041813.json,ok,
trunc_approx,512,q8_0,fp16,8.718126785928336,1728.546875,8241268992,4767744,1164,272.1489214897156,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q8_0_s-fp16/run_20260227_042245.json,ok,
trunc_approx,512,q8_0,fp8,8.745454105099302,1728.298828125,8240086368,4767744,1164,270.3864004611969,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q8_0_s-fp8/run_20260227_042715.json,ok,
trunc_approx,512,mxfp8,fp32,8.744871097539468,1585.03515625,7557041856,4767744,1164,273.49109172821045,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp8_s-fp32/run_20260227_043149.json,ok,
trunc_approx,512,mxfp8,fp16,8.749687105247709,1584.546875,7554713856,4767744,1164,273.71295523643494,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp8_s-fp16/run_20260227_043623.json,ok,
trunc_approx,512,mxfp8,fp8,8.770063820596237,1584.298828125,7553531232,4767744,1164,275.6703486442566,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp8_s-fp8/run_20260227_044059.json,ok,
trunc_approx,512,fp8,fp32,8.76001080859822,1537.02734375,7328152896,4767744,1164,279.02946186065674,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp8_s-fp32/run_20260227_044538.json,ok,
trunc_approx,512,fp8,fp16,8.747566061101077,1536.5390625,7325824896,4767744,1164,275.7442400455475,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp8_s-fp16/run_20260227_045014.json,ok,
trunc_approx,512,fp8,fp8,8.792524020587328,1536.291015625,7324642272,4767744,1164,279.27430415153503,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-fp8_s-fp8/run_20260227_045453.json,ok,
trunc_approx,512,q4_0,fp32,9.193411526301634,961.03515625,4581969600,4767744,1164,273.31631445884705,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q4_0_s-fp32/run_20260227_045927.json,ok,
trunc_approx,512,q4_0,fp16,9.192809447132646,960.546875,4579641600,4767744,1164,273.1179893016815,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q4_0_s-fp16/run_20260227_050400.json,ok,
trunc_approx,512,q4_0,fp8,9.24504590860221,960.298828125,4578458976,4767744,1164,273.2802369594574,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q4_0_s-fp8/run_20260227_050833.json,ok,
trunc_approx,512,nf4,fp32,9.245634736892699,865.03515625,4124266176,4767744,1164,272.41774582862854,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_s-fp32/run_20260227_051306.json,ok,
trunc_approx,512,nf4,fp16,9.222163100305636,864.546875,4121938176,4767744,1164,272.8379430770874,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_s-fp16/run_20260227_051739.json,ok,
trunc_approx,512,nf4,fp8,9.261806724809398,864.298828125,4120755552,4767744,1164,273.89760637283325,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_s-fp8/run_20260227_052213.json,ok,
trunc_approx,512,mxfp4,fp32,9.767882925100308,817.03515625,3895414464,4767744,1164,279.2839412689209,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp4_s-fp32/run_20260227_052652.json,ok,
trunc_approx,512,mxfp4,fp16,9.800868169406304,816.546875,3893086464,4767744,1164,277.05295968055725,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp4_s-fp16/run_20260227_053130.json,ok,
trunc_approx,512,mxfp4,fp8,9.846029397672512,816.298828125,3891903840,4767744,1164,278.5276596546173,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-mxfp4_s-fp8/run_20260227_053608.json,ok,
trunc_approx,512,nf4_dq,fp32,9.264413545788575,793.0390625,3781007232,4767744,1164,277.0862078666687,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_dq_s-fp32/run_20260227_054046.json,ok,
trunc_approx,512,nf4_dq,fp16,9.260151470072888,792.55078125,3778679232,4767744,1164,276.02806186676025,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_dq_s-fp16/run_20260227_054522.json,ok,
trunc_approx,512,nf4_dq,fp8,9.285196528141629,792.302734375,3777496608,4767744,1164,277.17759704589844,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-nf4_dq_s-fp8/run_20260227_054959.json,ok,
trunc_approx,512,q2_k,fp32,72.96319277725047,505.03125,2407859712,4767744,1164,296.9408850669861,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q2_k_s-fp32/run_20260227_055456.json,ok,
trunc_approx,512,q2_k,fp16,71.86275978934556,504.54296875,2405531712,4767744,1164,296.4587962627411,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q2_k_s-fp16/run_20260227_055953.json,ok,
trunc_approx,512,q2_k,fp8,70.89665234165966,504.294921875,2404349088,4767744,1164,295.0656614303589,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_512_uv-q2_k_s-fp8/run_20260227_060448.json,ok,
trunc_slice,1024,fp32,fp32,8.298414953972278,12290.0,58595573760,4767744,1164,592.4836623668671,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp32_s-fp32/run_20260227_061441.json,ok,
trunc_slice,1024,fp32,fp16,8.295289362545883,12289.01171875,58590861888,4767744,1164,592.9522097110748,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp32_s-fp16/run_20260227_062434.json,ok,
trunc_slice,1024,fp32,fp8,8.32270042034972,12288.513671875,58588487328,4767744,1164,592.8857145309448,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp32_s-fp8/run_20260227_063427.json,ok,
trunc_slice,1024,fp16,fp32,8.30056046629625,6146.0234375,29302666368,4767744,1164,605.3262531757355,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp16_s-fp32/run_20260227_064432.json,ok,
trunc_slice,1024,fp16,fp16,8.298516623810817,6145.03515625,29297954496,4767744,1164,604.5020413398743,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp16_s-fp16/run_20260227_065437.json,ok,
trunc_slice,1024,fp16,fp8,8.325344944253214,6144.537109375,29295579936,4767744,1164,605.320883512497,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp16_s-fp8/run_20260227_070442.json,ok,
trunc_slice,1024,bf16,fp32,8.299605680508463,6146.0234375,29302666368,4767744,1164,604.1104407310486,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-bf16_s-fp32/run_20260227_071447.json,ok,
trunc_slice,1024,bf16,fp16,8.30280580222375,6145.03515625,29297954496,4767744,1164,600.7614464759827,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-bf16_s-fp16/run_20260227_072448.json,ok,
trunc_slice,1024,bf16,fp8,8.322213866635204,6144.537109375,29295579936,4767744,1164,604.079909324646,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-bf16_s-fp8/run_20260227_073452.json,ok,
trunc_slice,1024,q8_0,fp32,8.299819935049799,3458.03515625,16487026368,4767744,1164,601.4844512939453,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q8_0_s-fp32/run_20260227_074453.json,ok,
trunc_slice,1024,q8_0,fp16,8.302389184476766,3457.046875,16482314496,4767744,1164,597.9959461688995,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q8_0_s-fp16/run_20260227_075452.json,ok,
trunc_slice,1024,q8_0,fp8,8.320769271777595,3456.548828125,16479939936,4767744,1164,600.8911406993866,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q8_0_s-fp8/run_20260227_080453.json,ok,
trunc_slice,1024,mxfp8,fp32,8.314421634945392,3170.03515625,15113916096,4767744,1164,609.6728570461273,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp8_s-fp32/run_20260227_081502.json,ok,
trunc_slice,1024,mxfp8,fp16,8.322367446133576,3169.046875,15109204224,4767744,1164,609.0699841976166,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp8_s-fp16/run_20260227_082512.json,ok,
trunc_slice,1024,mxfp8,fp8,8.329028506999247,3168.548828125,15106829664,4767744,1164,606.0999143123627,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp8_s-fp8/run_20260227_083518.json,ok,
trunc_slice,1024,fp8,fp32,8.343472955713333,3074.02734375,14656175424,4767744,1164,619.6651177406311,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp8_s-fp32/run_20260227_084538.json,ok,
trunc_slice,1024,fp8,fp16,8.329938136773464,3073.0390625,14651463552,4767744,1164,620.2479615211487,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp8_s-fp16/run_20260227_085558.json,ok,
trunc_slice,1024,fp8,fp8,8.352774597088953,3072.541015625,14649088992,4767744,1164,635.8997769355774,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-fp8_s-fp8/run_20260227_090634.json,ok,
trunc_slice,1024,q4_0,fp32,8.715998436718037,1922.03515625,9163771584,4767744,1164,638.8516616821289,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q4_0_s-fp32/run_20260227_091713.json,ok,
trunc_slice,1024,q4_0,fp16,8.713916320528368,1921.046875,9159059712,4767744,1164,725.6657903194427,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q4_0_s-fp16/run_20260227_092919.json,ok,
trunc_slice,1024,q4_0,fp8,8.73223757581664,1920.548828125,9156685152,4767744,1164,724.0830745697021,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q4_0_s-fp8/run_20260227_094123.json,ok,
trunc_slice,1024,nf4,fp32,8.683829537923046,1730.03515625,8248364736,4767744,1164,716.2604331970215,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_s-fp32/run_20260227_095320.json,ok,
trunc_slice,1024,nf4,fp16,8.691925557156337,1729.046875,8243652864,4767744,1164,651.7220075130463,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_s-fp16/run_20260227_100411.json,ok,
trunc_slice,1024,nf4,fp8,8.73198043175158,1728.548828125,8241278304,4767744,1164,692.0768864154816,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_s-fp8/run_20260227_101544.json,ok,
trunc_slice,1024,mxfp4,fp32,9.14249931533582,1634.03515625,7790661312,4767744,1164,769.3351829051971,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp4_s-fp32/run_20260227_102833.json,ok,
trunc_slice,1024,mxfp4,fp16,9.11318980754772,1633.046875,7785949440,4767744,1164,661.1719286441803,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp4_s-fp16/run_20260227_103934.json,ok,
trunc_slice,1024,mxfp4,fp8,9.157789289522142,1632.548828125,7783574880,4767744,1164,734.5366878509521,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-mxfp4_s-fp8/run_20260227_105149.json,ok,
trunc_slice,1024,nf4_dq,fp32,8.68666943835917,1586.0390625,7561828224,4767744,1164,613.6911036968231,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_dq_s-fp32/run_20260227_110203.json,ok,
trunc_slice,1024,nf4_dq,fp16,8.720332762393673,1585.05078125,7557116352,4767744,1164,611.1720979213715,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_dq_s-fp16/run_20260227_111214.json,ok,
trunc_slice,1024,nf4_dq,fp8,8.720029148295401,1584.552734375,7554741792,4767744,1164,611.3461439609528,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-nf4_dq_s-fp8/run_20260227_112226.json,ok,
trunc_slice,1024,q2_k,fp32,65.132143318138,1010.03125,4815570432,4767744,1164,840.6932940483093,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q2_k_s-fp32/run_20260227_113627.json,ok,
trunc_slice,1024,q2_k,fp16,64.72214378569853,1009.04296875,4810858560,4767744,1164,779.5568904876709,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q2_k_s-fp16/run_20260227_114926.json,ok,
trunc_slice,1024,q2_k,fp8,65.6047571714805,1008.544921875,4808484000,4767744,1164,804.8646047115326,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_slice_1024_uv-q2_k_s-fp8/run_20260227_120251.json,ok,
trunc_approx,1024,fp32,fp32,8.284953637492022,12290.0,58595573760,4767744,1164,430.85442209243774,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp32_s-fp32/run_20260227_121002.json,ok,
trunc_approx,1024,fp32,fp16,8.284023835010442,12289.01171875,58590861888,4767744,1164,396.39196133613586,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp32_s-fp16/run_20260227_121639.json,ok,
trunc_approx,1024,fp32,fp8,8.307944859835702,12288.513671875,58588487328,4767744,1164,396.41619873046875,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp32_s-fp8/run_20260227_122315.json,ok,
trunc_approx,1024,fp16,fp32,8.288590211121981,6146.0234375,29302666368,4767744,1164,403.9354610443115,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp16_s-fp32/run_20260227_123000.json,ok,
trunc_approx,1024,fp16,fp16,8.289361510106596,6145.03515625,29297954496,4767744,1164,470.7727711200714,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp16_s-fp16/run_20260227_123751.json,ok,
trunc_approx,1024,fp16,fp8,8.309198884951462,6144.537109375,29295579936,4767744,1164,471.64854288101196,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-fp16_s-fp8/run_20260227_124542.json,ok,
trunc_approx,1024,bf16,fp32,8.286669057364325,6146.0234375,29302666368,4767744,1164,404.9696137905121,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-bf16_s-fp32/run_20260227_125227.json,ok,
trunc_approx,1024,bf16,fp16,8.296827806697568,6145.03515625,29297954496,4767744,1164,398.6871464252472,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-bf16_s-fp16/run_20260227_125906.json,ok,
trunc_approx,1024,bf16,fp8,8.306260555312639,6144.537109375,29295579936,4767744,1164,462.12788677215576,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-bf16_s-fp8/run_20260227_130649.json,ok,
trunc_approx,1024,q8_0,fp32,8.290748915164535,3458.03515625,16487026368,4767744,1164,496.0777471065521,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q8_0_s-fp32/run_20260227_131505.json,ok,
trunc_approx,1024,q8_0,fp16,8.28863122048875,3457.046875,16482314496,4767744,1164,465.36061906814575,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q8_0_s-fp16/run_20260227_132250.json,ok,
trunc_approx,1024,q8_0,fp8,8.307919502393505,3456.548828125,16479939936,4767744,1164,494.2962656021118,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-q8_0_s-fp8/run_20260227_133105.json,ok,
trunc_approx,1024,mxfp8,fp32,8.306477012466221,3170.03515625,15113916096,4767744,1164,436.75652861595154,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp8_s-fp32/run_20260227_133822.json,ok,
trunc_approx,1024,mxfp8,fp16,8.30975096111729,3169.046875,15109204224,4767744,1164,406.2634947299957,results/onlinesvd_bitsqueeze/ppl_runs_20260226_221024/trunc_approx_1024_uv-mxfp8_s-fp16/run_20260227_134508.json,ok,
